Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Szydzik, C., Gavela, A.F., Herranz, S., Roccisano, J., Knoerzer, M., Thurgood, P., Khoshmanesh, K., Mitchell, A., Lechuga, L.M.","57045915100; 55943552600; 23566603000; 57193169604; 57076881500; 56968137300; 55894165200; 7402039660; 6603774181","An automated optofluidic biosensor platform combining interferometric sensors and injection moulded microfluidics",2017,"Lab on a Chip",17,"16",,2793,2804,,16,10.1039/c7lc00524e,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027132369&partnerID=40&md5=eae7338386d79dbcf2151db67b946f21",Article,Final,,Scopus,2-s2.0-85027132369
"De Castro, A., Sawides, L., Qi, X., Burns, S.A.","15922310500; 25227029600; 23989640300; 7202663706","Adaptive optics retinal imaging with automatic detection of the pupil and its boundary in real time using Shack–Hartmann images",2017,"Applied Optics",56,"24",,6748,6754,,7,10.1364/AO.56.006748,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027571604&partnerID=40&md5=5578bb1251337fbca90bf2e608bade35",Article,Final,,Scopus,2-s2.0-85027571604
"Lloyd, S.M., Babiker, M., Thirunavukkarasu, G., Yuan, J.","7202190684; 7006225109; 57196316271; 8449492800","Electron vortices: Beams with orbital angular momentum",2017,"Reviews of Modern Physics",89,"3", 035004,,,,98,10.1103/RevModPhys.89.035004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032446929&partnerID=40&md5=1ce68a201d6d5cab0ae34bb6c1ed9b06",Article,Final,,Scopus,2-s2.0-85032446929
"Doyle, B.L., Budyak, I.L., Rauk, A.P., Weiss, W.F.","7101930189; 8629403700; 56228260600; 55663740800","An optical alignment system improves precision of soluble aggregate quantitation by sedimentation velocity analytical ultracentrifugation",2017,"Analytical Biochemistry",531,"",,16,19,,7,10.1016/j.ab.2017.05.018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019853439&partnerID=40&md5=abdb46f12f66e442fa76f40c78c25544",Article,Final,,Scopus,2-s2.0-85019853439
"Dong, T., Pires, N.M.M.","55268624900; 46661491700","Immunodetection of salivary biomarkers by an optical microfluidic biosensor with polyethylenimine-modified polythiophene-C<inf>70</inf> organic photodetectors",2017,"Biosensors and Bioelectronics",94,"",,321,327,,23,10.1016/j.bios.2017.03.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015445408&partnerID=40&md5=8bc0ff7b9aa2a9a1c0a86e50dbf545d8",Article,Final,,Scopus,2-s2.0-85015445408
"Porfirev, A.P., Khonina, S.N.","56670366300; 7003978930","Simple method for efficient reconfigurable optical vortex beam splitting",2017,"Optics Express",25,"16",,18722,18735,,14,10.1364/OE.25.018722,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027874106&partnerID=40&md5=113f4637fe9b029c5ca9bd0823235ba5",Article,Final,Open Access,Scopus,2-s2.0-85027874106
"Di Sieno, L., Nissinen, J., Hallman, L., Martinenghi, E., Contini, D., Pifferi, A., Kostamovaara, J., Mora, A.D.","55745971700; 6701365721; 24502981700; 56611901300; 23003264300; 7004537463; 7004298547; 23003952800","Miniaturized pulsed laser source for time-domain diffuse optics routes to wearable devices",2017,"Journal of Biomedical Optics",22,"8", 085004,,,,26,10.1117/1.JBO.22.8.085004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028567732&partnerID=40&md5=dbef2ede40ee661f83d6e810be879f38",Article,Final,Open Access,Scopus,2-s2.0-85028567732
"McPheeters, M.T., Wang, Y.T., Werdich, A.A., Jenkins, M.W., Laurita, K.R.","56672660100; 35243819200; 6506324569; 26643605400; 6603749743","An infrared optical pacing system for screening cardiac electrophysiology in human cardiomyocytes",2017,"PLoS ONE",12,"8", e0183761,,,,16,10.1371/journal.pone.0183761,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028442581&partnerID=40&md5=bda6db3bfd8f9dee51fbdbd6b736b9a5",Article,Final,Open Access,Scopus,2-s2.0-85028442581
"Camps, V., Piñero, D., Caravaca, E., De Fez, D.","8430347000; 23012870000; 56007615200; 57220064060","Preliminary validation of an optimized algorithm for intraocular lens power calculation in keratoconus",2017,"Indian Journal of Ophthalmology",65,"8",,690,699,,2,10.4103/ijo.IJO_274_16,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028333457&partnerID=40&md5=eeafb7a23952ac1d680c2ea032116d85",Article,Final,Open Access,Scopus,2-s2.0-85028333457
"Hansen, K.J., Favreau, J.T., Gershlak, J.R., Laflamme, M.A., Albrecht, D.R., Gaudette, G.R.","56124776200; 41761373300; 56004419200; 7004526895; 57201026079; 7003371769","Optical Method to Quantify Mechanical Contraction and Calcium Transients of Human Pluripotent Stem Cell-Derived Cardiomyocytes",2017,"Tissue Engineering - Part C: Methods",23,"8",,445,454,,10,10.1089/ten.tec.2017.0190,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027445841&partnerID=40&md5=55240888106e5ec6e8381cbc63457f2d",Article,Final,,Scopus,2-s2.0-85027445841
"Gozzini, S., Fioretti, A., Lucchesini, A., Marmugi, L., Marinelli, C., Tsvetkov, S., Gateva, S., Cartaleva, S.","6701738608; 7006372010; 56133502200; 23477770400; 7007039404; 56200188800; 6603413512; 6701725607","Tunable and polarization-controlled high-contrast bright and dark coherent resonances in potassium",2017,"Optics Letters",42,"15",,2930,2933,,14,10.1364/OL.42.002930,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026382098&partnerID=40&md5=047ea8d62919766bb8c4662a3e501c8d",Article,Final,,Scopus,2-s2.0-85026382098
"Kneist, W.","7005632003","Minimally invasive approaches for transanal surgery | Minimalinvasive Optionen bei transanalen Eingriffen",2017,"Chirurg",88,"8",,656,663,,,10.1007/s00104-017-0452-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020667469&partnerID=40&md5=33390ab0295708e730e98a9d9580beaf",Review,Final,,Scopus,2-s2.0-85020667469
"Ashwini, R., Vijayanand, S., Hemapriya, J.","57194429696; 54685269500; 35364121200","Photonic Potential of Haloarchaeal Pigment Bacteriorhodopsin for Future Electronics: A Review",2017,"Current Microbiology",74,"8",,996,1002,,12,10.1007/s00284-017-1271-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020070940&partnerID=40&md5=a8f1abbb73df8727aa38682775916966",Review,Final,,Scopus,2-s2.0-85020070940
"Schmidt, J.","19738142100","Minilaparoscopy with 5 mm optics and 3 mm trocars | Minilaparoskopie mit 5‑mm-Optik und 3‑mm-Trokaren",2017,"Chirurg",88,"8",,647,655,,,10.1007/s00104-017-0437-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019030625&partnerID=40&md5=21ffc3bde11d98190c775518c127caef",Review,Final,,Scopus,2-s2.0-85019030625
"Rajesh, K., Mani, A., Anandan, K., Praveen Kumar, P.","57171902400; 57206283609; 6603269804; 57188953502","Crystal and optical perfection, linear and nonlinear optical qualities of β alanine β alaninium picrate (βAβAP) single crystal: a promising NLO crystal for optics and photonics applications",2017,"Journal of Materials Science: Materials in Electronics",28,"15",,11446,11454,,6,10.1007/s10854-017-6940-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017628046&partnerID=40&md5=ce35a83e9f4ef986eaeeb7d979df1094",Article,Final,,Scopus,2-s2.0-85017628046
"Tan, I.J., Dobson, L.P., Wu, X.N., Turner, A.W.","57192366261; 55359395300; 57192365051; 22939415500","Ocular biometry in Aboriginal and Torres Strait Islander patients undergoing cataract surgery",2017,"Clinical and Experimental Ophthalmology",45,"6",,652,654,,,10.1111/ceo.12937,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017281231&partnerID=40&md5=ec9b4c40795464b89e3237349185af39",Letter,Final,,Scopus,2-s2.0-85017281231
"Dick, H.B., Schultz, T.","7103029448; 55354156000","New Developments in Cataract Surgery | Interessantes aus der Kataraktchirurgie",2017,"Klinische Monatsblatter fur Augenheilkunde",234,"8",,979,985,,1,10.1055/s-0042-121423,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009958096&partnerID=40&md5=1aae02c771e0262b6121779a55a1fb80",Review,Final,,Scopus,2-s2.0-85009958096
"Barreiro-González, A., Barreiro-Rego, A.","57192810736; 6507028617","An ophthalmologist Nobel Prize Winner | Un oftalmólogo Premio Nobel",2017,"Archivos de la Sociedad Espanola de Oftalmologia",92,"8",,e48,e49,,,10.1016/j.oftal.2016.09.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85008214340&partnerID=40&md5=7a09d5f1209b74d403b1d19a3a75c85d",Article,Final,,Scopus,2-s2.0-85008214340
"Kirgiz, A., Atalay, K., Kaldirim, H., Cabuk, K.S., Akdemir, M.O., Taskapili, M.","45161508200; 56979203900; 55755921600; 56786514300; 55442851700; 55980632200","Scheimpflug camera combined with placido-disk corneal topography and optical biometry for intraocular lens power calculation",2017,"International Ophthalmology",37,"4",,781,786,,6,10.1007/s10792-016-0330-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84984788965&partnerID=40&md5=830b73412da27d47c93198c5ba393282",Article,Final,,Scopus,2-s2.0-84984788965
"Khan, N., Amin Bacha, B., Iqbal, A., Ur Rahman, A., Afaq, A.","57190951051; 57190489724; 56689332400; 57188978096; 26025927900","Gain-assisted superluminal propagation and rotary drag of photon and surface plasmon polaritons",2017,"Physical Review A",96,"1", 013848,,,,25,10.1103/PhysRevA.96.013848,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026874513&partnerID=40&md5=d6912fdbd8d8b5a5bf577541d7c8258b",Article,Final,,Scopus,2-s2.0-85026874513
"Le, M.H., Chen, J., Wang, L., Wang, Z., Liu, W., Cheng, K.-T., Yang, X.","57202381721; 57195284540; 57221649435; 57216175393; 8043635200; 7402997957; 57203539516","Automated diagnosis of prostate cancer in multi-parametric MRI based on multimodal convolutional neural networks",2017,"Physics in Medicine and Biology",62,"16",,6497,6514,,71,10.1088/1361-6560/aa7731,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026780215&partnerID=40&md5=fd93e67800bb85cec0ef8b62af2861f4",Article,Final,,Scopus,2-s2.0-85026780215
"McGorty, R., Xie, D., Huang, B.","21739630600; 57195106039; 55726005900","High-NA open-top selective-plane illumination microscopy for biological imaging",2017,"Optics Express",25,"15",,17798,17810,,19,10.1364/OE.25.017798,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025426162&partnerID=40&md5=06611297748864c4a246bf91756b6cfa",Article,Final,Open Access,Scopus,2-s2.0-85025426162
"Michelotti, F., Rizzo, R., Sinibaldi, A., Munzert, P., Wächter, C., Danz, N.","7004146986; 55881611700; 55383486700; 6507316863; 7004893662; 6603408374","Design rules for combined label-free and fluorescence Bloch surface wave biosensors",2017,"Optics Letters",42,"14",,2798,2801,,16,10.1364/OL.42.002798,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85023741154&partnerID=40&md5=49818dbfceba6c3207c9a3fbb89f396e",Article,Final,,Scopus,2-s2.0-85023741154
"Ballard, Z.S., Ozcan, A.","56074697400; 7005667692","Wearable optical sensors",2017,"Mobile Health: Sensors, Analytic Methods, and Applications",,"",,313,342,,6,10.1007/978-3-319-51394-2_16,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85052976516&partnerID=40&md5=168cb1c2fbc3eb06a9a9038b4d4895cd",Book Chapter,Final,,Scopus,2-s2.0-85052976516
"Patel, S.K., Cao, J., Lippert, A.R.","57195314678; 56522046700; 15122465300","A volumetric three-dimensional digital light photoactivatable dye display",2017,"Nature Communications",8,"", 15239,,,,16,10.1038/ncomms15239,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027067638&partnerID=40&md5=311cf56ed1a54fe59a286576311d3ca9",Article,Final,Open Access,Scopus,2-s2.0-85027067638
"Hoffer, K.J., Savini, G.","7004561399; 7003453579","IOL power calculation in short and long eyes",2017,"Asia-Pacific Journal of Ophthalmology",6,"4",,330,331,,21,10.22608/APO.2017338,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032647201&partnerID=40&md5=604f75dec2c3a4e581880789d52928be",Review,Final,,Scopus,2-s2.0-85032647201
"Abulafia, A., Hill, W.E., Wang, L., Reitblat, O., Koch, D.D.","55289023600; 24278447900; 57028540900; 55632144300; 7201690809","Intraocular lens power calculation in eyes after laser in situ keratomileusis or photorefractive keratectomy for myopia",2017,"Asia-Pacific Journal of Ophthalmology",6,"4",,332,338,,7,10.22608/APO.2017187,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032638042&partnerID=40&md5=4da8b9935447dbe10b22fbf038952264",Review,Final,Open Access,Scopus,2-s2.0-85032638042
"Pepose, J.S., Burke, J.S., Qazi, M.A.","7004433656; 57191283824; 7003636707","Accommodating intraocular lenses",2017,"Asia-Pacific Journal of Ophthalmology",6,"4",,350,357,,12,10.22608/APO.2017198,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032637756&partnerID=40&md5=7470fb6360307040cb68013efd3b34c4",Review,Final,Open Access,Scopus,2-s2.0-85032637756
"Breyer, D.R.H., Kaymak, H., Ax, T., Kretz, F.T.A., Auffarth, G.U., Hagen, P.R.","6602538299; 9233859100; 57196316950; 37026301500; 7004509773; 56770858000","Multifocal intraocular lenses and extended depth of focus intraocular lenses",2017,"Asia-Pacific Journal of Ophthalmology",6,"4",,339,349,,49,10.22608/APO.2017186,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032632964&partnerID=40&md5=95f47cd17f328f3af9b43253a0595933",Review,Final,Open Access,Scopus,2-s2.0-85032632964
"Kennedy, G.T., Lentsch, G.R., Trieu, B., Ponticorvo, A., Saager, R.B., Durkin, A.J.","57193391063; 57193793540; 57194146292; 20434409200; 6603738541; 7006137381","Solid tissue simulating phantoms having absorption at 970 nm for diffuse optics",2017,"Journal of Biomedical Optics",22,"7", 076013,,,,9,10.1117/1.JBO.22.7.076013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025703856&partnerID=40&md5=7f0ecbeddd0e3626c82b529fb4f97cfa",Article,Final,Open Access,Scopus,2-s2.0-85025703856
"De Lestrange-Anginieur, E., Jiang, X., Ren, Q.","54973915300; 56603435600; 9736022400","Optical modelling of a supplementary tunable air-spaced goggle lens for rodent eye imaging",2017,"PLoS ONE",12,"7", e0181111,,,,1,10.1371/journal.pone.0181111,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85024862891&partnerID=40&md5=8f3342a714e1266343abda55b4b62f8d",Article,Final,Open Access,Scopus,2-s2.0-85024862891
"Amigó, A., Martinez-Sorribes, P., Recuerda, M.","55787797200; 57194795341; 57192887849","Refractive changes induced by spherical aberration in laser correction procedures: An adaptive optics study",2017,"Journal of Refractive Surgery",33,"7",,470,474,,2,10.3928/1081597X-20170504-07,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85022335441&partnerID=40&md5=cb4e0126bc4c4123ef97738fbec5de85",Article,Final,,Scopus,2-s2.0-85022335441
"Savini, G., Hoffer, K.J., Barboni, P., Lomoriello, D.S., Ducoli, P.","7003453579; 7004561399; 7004674365; 55198493200; 35975976800","Corneal asphericity and IOL power calculation in eyes with aspherical IOLs",2017,"Journal of Refractive Surgery",33,"7",,476,481,,5,10.3928/1081597X-20170504-05,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85022333693&partnerID=40&md5=e1c0ddff9dbd4b6461f11ebea6a34efd",Article,Final,,Scopus,2-s2.0-85022333693
"Pakhomov, A.G., Semenov, I., Casciola, M., Xiao, S.","7102906860; 14066519100; 55320160100; 24484229400","Neuronal excitation and permeabilization by 200-ns pulsed electric field: An optical membrane potential study with FluoVolt dye",2017,"Biochimica et Biophysica Acta - Biomembranes",1859,"7",,1273,1281,,28,10.1016/j.bbamem.2017.04.016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018853249&partnerID=40&md5=6c20f65e6fb278f2c96a88311cf92f61",Article,Final,Open Access,Scopus,2-s2.0-85018853249
"Carnicer, A., Javidi, B.","35617598000; 7101754586","Optical security and authentication using nanoscale and thin-film structures",2017,"Advances in Optics and Photonics",9,"2",,218,256,,24,10.1364/AOP.9.000218,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85023644817&partnerID=40&md5=8fd4d7b9ac4c6f7809f1a8604c038d85",Article,Final,,Scopus,2-s2.0-85023644817
"Son, H.S., Tandogan, T., Liebing, S., Merz, P., Choi, C.Y., Khoramnia, R., Auffarth, G.U.","56785136000; 56466068700; 56786184600; 57194691097; 14522006600; 13605192200; 7004509773","In vitro optical quality measurements of three intraocular lens models having identical platform",2017,"BMC Ophthalmology",17,"1", 108,,,,15,10.1186/s12886-017-0460-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021629884&partnerID=40&md5=680cbe59c79f68e1335b8d2f4f73b29b",Article,Final,Open Access,Scopus,2-s2.0-85021629884
"Fournier, G., Neukermans, G.","7102913546; 26422401300","An analytical model for light backscattering by coccoliths and coccospheres of Emiliania huxleyi",2017,"Optics Express",25,"13",,14996,15009,,10,10.1364/OE.25.014996,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021268463&partnerID=40&md5=109302cacbc70da9ac488b0de564032a",Article,Final,,Scopus,2-s2.0-85021268463
"Moothanchery, M., Sharma, A., Pramanik, M.","37124638300; 57189457205; 35265314900","Switchable acoustic and optical resolution photoacoustic microscopy for in vivo small-animal blood vasculature imaging",2017,"Journal of Visualized Experiments",2017,"124", e55810,,,,15,10.3791/55810,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019177016&partnerID=40&md5=7dffaccdc59942bfee1ddd6a57340cdf",Article,Final,,Scopus,2-s2.0-85019177016
"Harris, J.G.E.","57203047450","Ambient quantum optomechanics",2017,"Science",356,"6344",,1232,1233,,2,10.1126/science.aan0400,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021265921&partnerID=40&md5=c1265f37e3cd9346607b50e2ecaf0f4b",Short Survey,Final,,Scopus,2-s2.0-85021265921
"Jiao, Y., Peluso, P., Shi, J., Liang, T., Stitzer, M.C., Wang, B., Campbell, M.S., Stein, J.C., Wei, X., Chin, C.-S., Guill, K., Regulski, M., Kumari, S., Olson, A., Gent, J., Schneider, K.L., Wolfgruber, T.K., May, M.R., Springer, N.M., Antoniou, E., McCombie, W.R., Presting, G.G., McMullen, M., Ross-Ibarra, J., Dawe, R.K., Hastie, A., Rank, D.R., Ware, D.","36652729500; 6701711442; 55491847800; 57189999088; 56542910100; 57210246813; 56294122000; 7402750232; 23478797200; 7202170798; 24073205700; 6604065443; 57197190065; 12776634800; 35268416800; 35263148600; 15049029800; 56205197700; 7004439661; 7004010371; 7003295780; 6603708848; 57204312001; 18038149900; 7102109817; 55194242700; 55108072200; 7006205965","Improved maize reference genome with single-molecule technologies",2017,"Nature",546,"7659",,524,527,,410,10.1038/nature22971,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021138702&partnerID=40&md5=bd2101753202ce46dc794ab690a235c4",Article,Final,,Scopus,2-s2.0-85021138702
"Colom, R., Devilez, A., Enoch, S., Stout, B., Bonod, N.","57191158170; 24280732000; 7004482782; 7004846205; 9337289100","Polarizability expressions for predicting resonances in plasmonic and Mie scatterers",2017,"Physical Review A",95,"6", 063833,,,,6,10.1103/PhysRevA.95.063833,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026808842&partnerID=40&md5=c36501fe11bbc9dca3b3f7f4f0a246f8",Article,Final,,Scopus,2-s2.0-85026808842
"Xie, S., Wang, X., Jiao, N., Tung, S., Liu, L.","56118618400; 57203137823; 9639272300; 7102858909; 9236948800","Programmable micrometer-sized motor array based on live cells",2017,"Lab on a Chip",17,"12",,2046,2053,,14,10.1039/c7lc00017k,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021692732&partnerID=40&md5=31d7c8347706ec580ff0c1319f68d314",Article,Final,,Scopus,2-s2.0-85021692732
"Yan, L., Hu, S., Alzahrani, A., Alharbi, S., Blanos, P.","26533579100; 55640721900; 57210744091; 57194619449; 57194121196","A multi-wavelength opto-electronic patch sensor to effectively detect physiological changes against human skin types",2017,"Biosensors",7,"2", 22,,,,14,10.3390/bios7020022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021297935&partnerID=40&md5=0bb0ebb7dad46f2b5da42f6872f61d59",Article,Final,Open Access,Scopus,2-s2.0-85021297935
"Lee, H., Kim, C., Lee, D., Park, J.H., Searson, P.C., Lee, K.H.","35196276100; 56199857600; 57169012100; 52964045000; 56962779900; 55737505800","Optical coding of fusion genes using multicolor quantum dots for prostate cancer diagnosis",2017,"International Journal of Nanomedicine",12,"",,4397,4407,,9,10.2147/IJN.S138081,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020934654&partnerID=40&md5=44d9e5e500676ec6bfaf8219f5cad292",Article,Final,Open Access,Scopus,2-s2.0-85020934654
"Karthik, T., Rathinamoorthy, R.","6506847700; 26030609600","Sustainable silk production",2017,"Sustainable Fibres and Textiles",,"",,135,170,,8,10.1016/B978-0-08-102041-8.00006-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031908435&partnerID=40&md5=b7ea8f78550f998d1ce96e08e685b207",Book Chapter,Final,,Scopus,2-s2.0-85031908435
"Dulmes, S., Kellerhals, W.","56749146600; 57192895465","Regional Photonics Initiative at the College of Lake County",2017,"Community College Journal of Research and Practice",41,"6",,348,350,,,10.1080/10668926.2016.1268077,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85008627281&partnerID=40&md5=6303762efb4457582566426dcd29eb03",Article,Final,,Scopus,2-s2.0-85008627281
"Yamamoto, Y., Okada, D., Kushida, S., Ngara, Z.S., Oki, O.","35735437300; 56469062900; 56151107900; 57194611512; 57194608715","Fabrication of polymer microspheres for optical resonator and laser applications",2017,"Journal of Visualized Experiments",2017,"124", e55934,,,,2,10.3791/55934,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021220889&partnerID=40&md5=c588c42dfbe36754b99e4c0c980cbbdb",Article,Final,,Scopus,2-s2.0-85021220889
"Kunita, D., Inoue, M., Itoh, Y., Matsuki, N., Nagamoto, T., Hirakata, A.","6505847643; 55826372800; 55273816900; 56800136500; 7004130590; 7003473198","Effects of optical diameter of intraocular lenses with intrascleral fixation on higher-order aberrations",2017,"BMC Ophthalmology",17,"1", 82,,,,2,10.1186/s12886-017-0478-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020228611&partnerID=40&md5=f7905658801e8aeb67b9e27b079c8d50",Article,Final,Open Access,Scopus,2-s2.0-85020228611
[No author name available],[No author name available],"Nano-hologram made from the thinnest material yet",2017,"Nature",546,"7656",,11,,,,10.1038/d41586-017-00588-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079765238&partnerID=40&md5=66cd012f191e4e923fe420a2b4e2ecac",Note,Final,,Scopus,2-s2.0-85079765238
"Vacca, G.","7101772639","Flow cytometry pushes the envelope of applications possibilities",2017,"Laser Focus World",53,"6",,78,81,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025656069&partnerID=40&md5=3b1f4be6e3a773f4ae6146d70721228e",Article,Final,,Scopus,2-s2.0-85025656069
"Holton, C.","7005144376","LASER World of PHOTONICS 2017 - Exciting",2017,"Laser Focus World",53,"6",,33,35,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025596348&partnerID=40&md5=9674db503060318a28e54d635e45ab3c",Article,Final,,Scopus,2-s2.0-85025596348
"Yushkov, K.B., Molchanov, V.Ya.","15836278900; 7103285647","Hyperspectral imaging acousto-optic system with spatial filtering for optical phase visualization",2017,"Journal of Biomedical Optics",22,"6", 066017,,,,12,10.1117/1.JBO.22.6.066017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021734978&partnerID=40&md5=308aae0457184e30af73cc621132da01",Article,Final,Open Access,Scopus,2-s2.0-85021734978
"Giannini, D., Lombardo, G., Mariotti, L., Devaney, N., Serrao, S., Lombardo, M.","55637830200; 35262443700; 57190070563; 6602854812; 6603162831; 34974392300","Reliability and agreement between metrics of cone spacing in adaptive optics images of the human retinal photoreceptor mosaic",2017,"Investigative Ophthalmology and Visual Science",58,"7",,3127,3137,,3,10.1167/iovs.16-20890,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021174474&partnerID=40&md5=6dfd9dbcd8ac3f2cdca526341e941fb3",Article,Final,Open Access,Scopus,2-s2.0-85021174474
"Zhang, X.-C.","7410280543","Editorial: Serving the optics and photonics community for 40 years",2017,"Optics Letters",42,"11",,ED3,ED4,,2,10.1364/OL.42.000ED3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020448902&partnerID=40&md5=6bc1abdbae5baa0c13bf6a77a411595f",Review,Final,,Scopus,2-s2.0-85020448902
"Bellucci, R., Curatolo, M.C.","7006981645; 57194497879","A new extended depth of focus intraocular lens based on spherical aberration",2017,"Journal of Refractive Surgery",33,"6",,389,394,,21,10.3928/1081597X-20170329-01,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020381513&partnerID=40&md5=1c37510f909afa3c7ba66a9d468da151",Article,Final,,Scopus,2-s2.0-85020381513
"Bhattacharya, M., Vamivakas, A.N., Barker, P.","55637926300; 35546132400; 57203084776","Levitated optomechanics: Introduction",2017,"Journal of the Optical Society of America B: Optical Physics",34,"6",,L01,L02,,18,10.1364/JOSAB.34.000LO1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020182760&partnerID=40&md5=f5d81ea714ded34f504959e1f5ce43bd",Review,Final,,Scopus,2-s2.0-85020182760
"Wilby, D., Roberts, N.W.","35175447600; 57203215783","Optical influence of oil droplets on cone photoreceptor sensitivity",2017,"Journal of Experimental Biology",220,"11",,1997,2004,,16,10.1242/jeb.152918,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020087899&partnerID=40&md5=4a6bbe0bf745228feb82c1f11fff76a4",Review,Final,Open Access,Scopus,2-s2.0-85020087899
"Kusaka, S., Tachibana, K., Tsujioka, D., Hotta, F., Eguchi, H., Shimomura, Y.","16072236600; 57190611106; 39862283700; 55211305500; 7101627791; 35403062400","Antifogging device to prevent moisture condensation during vitrectomy with noncontact wide-field viewing system",2017,"Retina",37,"6",,1215,1217,,5,10.1097/IAE.0000000000001704,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019642171&partnerID=40&md5=2dbbfaa66409db94304202a3182069d1",Short Survey,Final,,Scopus,2-s2.0-85019642171
"Ould-Slimane, M., Latrobe, C., Michelin, P., Chastan, N., Dujardin, F., Roussignol, X., Gauthé, R.","35386751800; 56605066200; 55157809800; 24172475600; 7005625652; 23061930000; 56604996800","Noninvasive Optoelectronic Assessment of Induced Sagittal Imbalance Using the Vicon System",2017,"World Neurosurgery",102,"",,425,433,,,10.1016/j.wneu.2017.03.099,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018489582&partnerID=40&md5=79acd7ad51a721fea16fe01320313dd7",Article,Final,,Scopus,2-s2.0-85018489582
"Gayat, E., Imbert, N., Roujansky, A., Lemasle, L., Fischler, M.","16238582600; 57193384130; 57211045896; 55560442800; 7007141311","Influence of fraction of inspired oxygen on noninvasive hemoglobin measurement: Parallel assessment of 2 monitors",2017,"Anesthesia and Analgesia",124,"6",,1820,1823,,2,10.1213/ANE.0000000000001783,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013372248&partnerID=40&md5=e306ef09b8e6db0ed6a1458c942d7068",Article,Final,,Scopus,2-s2.0-85013372248
